test_index,matched_train_index,max_cosine_similarity,test_label,matched_train_label,test_text_preview,matched_train_text_preview
2468,9976,1.0000000000000002,1,1,Russia says regrets over U.S. moves on consulate closure MOSCOW (Reuters) - Russian Foreign Minister Sergei Lavrov expressed regret during a phone call with his U.S. counterpart Rex Tillerson about Washington s move to close down Moscow s San Francis,Russia says regrets over U.S. moves on consulate closure MOSCOW (Reuters) - Russian Foreign Minister Sergei Lavrov expressed regret during a phone call with his U.S. counterpart Rex Tillerson about Washington’s move to close down Moscow’s San Francis
1677,25779,1.0000000000000002,1,1,Israeli minister says Trump speech may start war with Iran JERUSALEM (Reuters) - Israel s intelligence minister said U.S. President Donald Trump s speech against the 2015 international nuclear deal with Iran on Friday was  very significant  and could,Israeli minister says Trump speech may start war with Iran JERUSALEM (Reuters) - Israel’s intelligence minister said U.S. President Donald Trump’s speech against the 2015 international nuclear deal with Iran on Friday was “very significant” and could
3056,17459,1.0000000000000002,1,1,Tillerson says 'no disagreement' between Trump and Xi on North Korea BEIJING (Reuters) - U.S. Secretary of State Rex Tillerson said on Thursday that there is  no disagreement  between U.S. President Donald Trump and Chinese President Xi Jinping over ,Tillerson says 'no disagreement' between Trump and Xi on North Korea BEIJING (Reuters) - U.S. Secretary of State Rex Tillerson said on Thursday that there is “no disagreement” between U.S. President Donald Trump and Chinese President Xi Jinping over 
179,20633,1.0000000000000002,1,1,"Trump says to spend extra day in Philippines during Asia trip WASHINGTON (Reuters) - President Donald Trump said on Friday he would spend an extra day in the Philippines during his trip to Asia, which the White House confirmed would be to attend the ","Trump says to spend extra day in Philippines during Asia trip WASHINGTON (Reuters) - President Donald Trump said on Friday he would spend an extra day in the Philippines during his trip to Asia, which the White House confirmed would be to attend the "
2949,2734,1.0,1,1,"Trump and Vietnam's president underscore free and open access to South China Sea (Reuters) - U.S. President Donald Trump and Vietnamese President Tran Dai Quang underscored the importance of free and open access to South China Sea, in a joint stateme","Trump and Vietnam's president underscore free and open access to South China Sea (Reuters) - U.S. President Donald Trump and Vietnamese President Tran Dai Quang underscored the importance of free and open access to South China Sea, in a joint stateme"
1292,18819,1.0,1,1,"U.S. House passes ballistic missile sanctions on Iran WASHINGTON (Reuters) - The U.S. House of Representatives voted nearly unanimously on Thursday for new sanctions on Iran s ballistic missile program, part of an effort to clamp down on Tehran witho","U.S. House passes ballistic missile sanctions on Iran WASHINGTON (Reuters) - The U.S. House of Representatives voted nearly unanimously on Thursday for new sanctions on Iran’s ballistic missile program, part of an effort to clamp down on Tehran witho"
2068,22883,1.0,1,1,"U.S waives Jones Act to secure fuel for hurricane responders WASHINGTON (Reuters) - The U.S. government on Friday said it was temporarily waiving a law that limits the availability of cargoes on the U.S. coasts, a step that will ensure enough fuel re","U.S waives Jones Act to secure fuel for hurricane responders WASHINGTON (Reuters) - The U.S. government on Friday said it was temporarily waiving a law that limits the availability of cargoes on the U.S. coasts, a step that will ensure enough fuel re"
3202,12196,1.0,1,1,"Twitter bans ads from two Russian media outlets, cites election meddling SAN FRANCISCO (Reuters) - Twitter Inc on Thursday accused Russian media outlets Russia Today (RT) and Sputnik of interfering in the 2016 U.S. election and banned them from buyin","Twitter bans ads from two Russian media outlets, cites election meddling SAN FRANCISCO (Reuters) - Twitter Inc on Thursday accused Russian media outlets Russia Today (RT) and Sputnik of interfering in the 2016 U.S. election and banned them from buyin"
477,16656,1.0,1,1,"Senate confirms Huntsman as ambassador to Russia WASHINGTON (Reuters) - The U.S. Senate confirmed former Utah governor Jon Huntsman on Thursday to be President Donald Trump s ambassador to Russia, sending an experienced diplomat to fill the crucial p","Senate confirms Huntsman as ambassador to Russia WASHINGTON (Reuters) - The U.S. Senate confirmed former Utah governor Jon Huntsman on Thursday to be President Donald Trump’s ambassador to Russia, sending an experienced diplomat to fill the crucial p"
1569,27332,0.9999999999999999,1,1,"Taiwan the most important issue in Sino-U.S. ties, China's Xi tells Trump BEIJING (Reuters) - Taiwan is the most important and sensitive issue in Sino-U.S. ties, Chinese President Xi Jinping told visiting U.S. President Donald Trump on Thursday, ahea","Taiwan the most important issue in Sino-U.S. ties, China's Xi tells Trump BEIJING (Reuters) - Taiwan is the most important and sensitive issue in Sino-U.S. ties, Chinese President Xi Jinping told visiting U.S. President Donald Trump on Thursday, ahea"
1256,23591,0.999238014243177,1,1,"U.S. has lost trust in South Sudan, Trump envoy tells president JUBA (Reuters) - The United States has lost trust in South Sudan s government for fueling the country s civil war and it must bring peace or risk losing support from Washington, U.S. Amb","U.S. has lost trust in South Sudan, Trump envoy tells president JUBA (Reuters) - The United States has lost trust in South Sudan’s government for fueling the country’s civil war and it must bring peace or risk losing support from Washington, U.S. Amb"
18,20940,0.999076011134998,1,1,"Trump strikes blow at Iran nuclear deal in major U.S. policy shift WASHINGTON (Reuters) - U.S. President Donald Trump struck a blow against the 2015 Iran nuclear agreement on Friday in defiance of other world powers, choosing not to certify that Tehr","Trump strikes blow at Iran nuclear deal in major U.S. policy shift WASHINGTON (Reuters) - U.S. President Donald Trump struck a blow against the 2015 Iran nuclear agreement on Friday in defiance of other world powers, choosing not to certify that Tehr"
596,22478,0.9986471807459689,1,1,Timeline: Zika's origin and global spread The following timeline charts the origin and spread of the Zika virus from its discovery nearly 70 years ago: 1947: Scientists researching yellow fever in Uganda’s Zika Forest identify the virus in a rhesus m,Timeline: Zika's origin and global spread The following timeline charts the origin and spread of the Zika virus from its discovery nearly 70 years ago: 1947: Scientists researching yellow fever in Uganda’s Zika Forest identify the virus in a rhesus m
1171,86,0.9978747560935578,1,1,U.S. calls Myanmar moves against Rohingya 'ethnic cleansing' WASHINGTON (Reuters) - The United States on Wednesday called the Myanmar military operation against the Rohingya population  ethnic cleansing  and  threatened targeted sanctions against tho,U.S. calls Myanmar moves against Rohingya 'ethnic cleansing' WASHINGTON (Reuters) - The United States on Wednesday called the Myanmar military operation against the Rohingya population “ethnic cleansing” and  threatened targeted sanctions against tho
658,9984,0.9973720349994565,1,1,"Post-election conundrum awaits Germany's Merkel  BERLIN (Reuters) - Barring an upset, the main uncertainty surrounding Europe s most important election this year is not whether Angela Merkel will continue to lead Germany after next week s vote, but w","Post-election conundrum awaits Germany's Merkel BERLIN (Reuters) - Barring an upset, the main uncertainty surrounding Europe s most important election this year is not whether Angela Merkel will continue to lead Germany after this weekend s vote, but"
1513,7435,0.9964161332157188,1,1,What's a 'dotard' anyway? Kim's insult to Trump (Reuters) - North Korean leader Kim Jong Un has confused a lot of English-speakers - though this time not about what he intends with his nuclear program. Responding to U.S. President Donald Trump’s bell,What's a 'dotard' anyway? Kim's insult to Trump (Reuters) - North Korean leader Kim Jong Un has confused a lot of English-speakers - though this time not about what he intends with his nuclear program. Responding to U.S. President Donald Trump s bell
2773,23811,0.9962414212730317,1,1,"Trump greets Japanese emperor with a handshake and nod - but no bow TOKYO (Reuters) - U.S. President Donald Trump greeted Japanese Emperor Akihito and Empress Michiko on Monday with a genteel handshake and nod, but no bow, avoiding the pitfall of U.S","Trump greets Japanese emperor with a handshake and nod - but no bow TOKYO (Reuters) - U.S. President Donald Trump greeted Japanese Emperor Akihito and Empress Michiko on Monday with a genteel handshake and nod, but no bow, avoiding the pitfall of U.S"
123,26626,0.9955704668925652,1,1,Mattis says U.S. working to ensure situation around Kirkuk does not escalate WASHINGTON (Reuters) - U.S. Defense Secretary Jim Mattis said on Friday that tensions between Kurdish and Iraqi forces in and around Kirkuk had the full attention of the Uni,Mattis says U.S. working to ensure situation around Kirkuk does not escalate WASHINGTON (Reuters) - U.S. Defense Secretary Jim Mattis said on Friday that tensions between Kurdish and Iraqi forces in and around Kirkuk had the full attention of the Uni
3104,27118,0.9955669457240045,1,1,"Exclusive: U.S. document certifies Honduras as supporting rights amid vote crisis WASHINGTON (Reuters) - The U.S. State Department has certified that the Honduran government has been fighting corruption and supporting human rights, clearing the way f","Exclusive: U.S. document certifies Honduras as supporting rights amid vote crisis WASHINGTON (Reuters) - The U.S. State Department has certified that the Honduran government has been fighting corruption and supporting human rights, clearing the way f"
3051,12312,0.9943384722479602,1,1,"U.S. officials try to ease concerns Trump may quit Iran deal WASHINGTON (Reuters) - Senior Trump administration officials said on Sunday that the United States was committed to remaining part of the Iran nuclear accord for now, despite President Dona","U.S. officials try to ease concerns Trump may quit Iran deal WASHINGTON (Reuters) - Senior Trump administration officials said on Sunday that the United States was committed to remaining part of the Iran nuclear accord for now, despite President Dona"
2997,113,0.9936436365216619,1,1,Trump slaps sanctions on Venezuela; Maduro sees effort to force default CARACAS/WASHINGTON/ (Reuters) - U.S. President Donald Trump signed an executive order that prohibits dealings in new debt from the Venezuelan government or its state oil company ,Trump slaps sanctions on Venezuela; Maduro sees effort to force default CARACAS/WASHINGTON/ (Reuters) - U.S. President Donald Trump signed an executive order that prohibits dealings in new debt from the Venezuelan government or its state oil company 
147,690,0.9933705348688613,1,1,"Factbox: Trump fills top jobs for his administration (Reuters) - U.S. President-elect Donald Trump named Goldman Sachs Group Inc executive Gary Cohn on Monday to head his White House National Economic Council, a group tasked with coordinating economi","Factbox: Trump fills top jobs for his administration (Reuters) - U.S. President-elect Donald Trump is expected to pick Goldman Sachs executive Gary Cohn to head his White House National Economic Council, a group tasked with coordinating economic poli"
293,25289,0.9919997921837862,1,1,"'He's such a dreamer:' Skepticism dogs U.S. envoy's North Korean peace efforts WASHINGTON/SEOUL (Reuters) - Saddled with the toughest job in American diplomacy, the chief U.S. negotiator with North Korea stands between a U.S. president who insists he","'He's such a dreamer:' Skepticism dogs U.S. envoy's North Korean peace efforts WASHINGTON/SEOUL (Reuters) - Saddled with the toughest job in American diplomacy, the chief U.S. negotiator with North Korea stands between a U.S. president who insists he"
2870,1726,0.9919673066416623,1,1,"Trump's stop in Vietnam a poignant one for U.S. veterans DANANG, Vietnam (Reuters) - Whether they like President Donald Trump or not, the U.S. veterans who gather at Hoa’s Place in Danang show little concern that he avoided the war that marked their ","Trump's stop in Vietnam a poignant one for U.S. veterans DANANG, Vietnam (Reuters) - Whether they like President Donald Trump or not, the U.S. veterans who gather at Hoa s Place in Danang show little concern that he avoided the war that marked their "
1724,5134,0.991947771300275,1,1,"Former U.S. President Jimmy Carter says would travel to North Korea: NYT NEW YORK (Reuters) - Former U.S. President Jimmy Carter said he would be willing to travel to North Korea on behalf of the Trump administration to help diffuse rising tensions, ","Former U.S. President Jimmy Carter says would travel to North Korea: NYT NEW YORK (Reuters) - Former U.S. President Jimmy Carter said he would be willing to travel to North Korea on behalf of the Trump administration to help diffuse rising tensions, "
3843,24918,0.9871627678558987,0,0,DON’T TAKE YOUR KIDS TO New Orleans To Learn About American History…Black Lives Matter Just ERASED It It s a sad day in America when we allow the left to destroy American history The mayor of New Orleans wanted treasured cultural monuments removed an,THESE LIVES MATTERED: Americans Furious As New Orleans Joins Left’s Effort To Erase History It s a sad day in New Orleans Cultural Marxism has won The mayor of New Orleans wanted treasured cultural monuments removed and he got what he wished for at t
1954,12759,0.9853431729930304,0,0,"LEFTIST STORE OWNER Makes Video Asking Libs To Help DESTROY Billboard Owner’s Business After He Removed Her Hateful Trump-Hitler Advertisement Things didn t go as well as Nicholle had hoped and now, she s lashing out at the owner of the billboard com","ANGRY LIBERAL STORE OWNER Gets Slammed For Using Billboard To Display Image of Trump as Hitler…Asks Liberals To Attack Billboard Owner For Taking It Down [VIDEO] Things didn t go as well as Nicholle had hoped and now, she s lashing out at the owner o"
2131,25901,0.9839656794596626,1,1,"Putin, Trump to discuss North Korea on Tuesday: IFX cites Kremlin aide MOSCOW (Reuters) - Russian President Vladimir Putin and U.S. President Donald Trump will discuss North Korea when they hold a telephone conversation on Tuesday, Interfax news agen","Putin, Trump to discuss North Korea on Tuesday: IFX cites Kremlin aide MOSCOW (Reuters) - Russian President Vladimir Putin and U.S. President Donald Trump will discuss North Korea when they hold a telephone conversation on Tuesday, Interfax news agen"
2299,23834,0.9814471387285522,1,1,"Contenders, picks for key jobs in Trump's administration (Reuters) - Donald Trump is not expected to make additional high-level appointments on Friday, his transition team told reporters, adding that more meetings are planned for Monday. Below are pe","Contenders, picks for key jobs in Trump's administration (Reuters) - Donald Trump on Wednesday picked South Carolina Governor Nikki Haley as his U.S. ambassador to the United Nations and wealthy Republican donor Betsy DeVos as education secretary. It"
3698,11707,0.9813663657812447,1,1,"Factbox: Trump to meet tech leaders from Google, Apple, others: sources (Reuters) - U.S. President-elect Donald Trump convenes a gathering of leaders of some of the largest technology companies at his New York headquarters on Wednesday as he continue","Factbox: Trump to meet tech leaders from Google, Apple, others - sources (Reuters) - U.S. President-elect Donald Trump convenes a gathering of leaders of some of the largest technology companies at his New York headquarters on Wednesday as he continu"
1861,17985,0.9787500006735248,1,1,"Factbox: Trump's policies on immigration, economy, other issues (Reuters) - Republican presidential candidate Donald Trump wants to build a wall on the border with Mexico, boost spending on the military and slap trade tariffs on China. Here are those","Factbox: Trump's policies on immigration, economy, other issues (Reuters) - U.S. Republican presidential candidate Donald Trump wants to build a wall on the border with Mexico, boost spending on the military and slap trade tariffs on China. Here are "
3453,10879,0.9786876157615934,1,1,"Pentagon identifying new areas to pressure Iran, reviewing plans WASHINGTON (Reuters) - The U.S. military said on Friday it was identifying new areas where it could work with allies to put pressure on Iran in support of President Donald Trump’s new s","Pentagon identifying new areas to pressure Iran, reviewing plans WASHINGTON (Reuters) - The U.S. military said on Friday it was identifying new areas where it could work with allies to put pressure on Iran in support of President Donald Trump s new s"
1973,8613,0.9778659353450253,0,0,"BLOGGER Comes Clean About Hannity Sexual Harassment Claim…Hannity’s Former Producer Publicly Calls Her Out On LIE About Why She Quit During a discussion about sexual harassment charges against FOX News host Bill O Reilly, blogger Debbie Schlussel was",BOOM! WATCH SEAN HANNITY Hit Back At Bogus Sexual Harassment Allegations: “I can no longer let the slander against me slide” [Video] Thank you Sean Hannity for hitting back at the latest woman to claim harassment! Hannity released a statement and spo
1179,16206,0.9678721110256577,1,1,"Factbox: Republican Obamacare plan would repeal Medicaid expansion, taxes (Reuters) - Republicans in the U.S. House of Representatives have unveiled a plan to replace Obamacare, known formally as the Affordable Care Act, stripping away much of Democr","Factbox: Republican Obamacare plan would repeal Medicaid expansion, taxes (Reuters) - Republicans in the U.S. House of Representatives have unveiled a plan to replace Obamacare, known formally as the Affordable Care Act, stripping away much of Presid"
1061,16076,0.959280613699218,0,0,"SUSAN RICE Plays Race, Gender Bias Card On Why She’s Being ‘Picked On’ About ‘Unmasking’ Of Trump Associates Susan Rice, the Obama national security adviser under fire over her alleged involvement in the  unmasking  of Trump associates during the 201",FOX LEGAL EXPERT: Susan Rice Committed 3 Crimes…“Better Get Herself a Good Criminal Defense Attorney” [Video] FOX News Legal Expert Gregg Jarrett dropped a bomb on Susan Rice when he said she likely committed three crimes. Jarrett was on with Sara Ca
1157,13594,0.958174888017791,0,0,"EXTRAORDINARY DETAILS EMERGE About How Senator John McCain Got “Dirty Dossier” On President Trump From Ex-Spy…Where’s The Media Outrage? Where was the media s outrage when a sitting United States senator, John McCain went on a wild goose chase, that ","SHOCKING TESTIMONY Confirms Comey Used Fake Russian “Golden Showers” Dossier to Target Trump [Video] During congressional testimony, the CEO of Hermitage Capital was speaking about the  Foreign Agents Registration Act  (FARA). During the testimony th"
2809,15823,0.9511669793072401,0,0,Boiler Room #94 – President Trump & The Great Neo-Liberal Freakout of 2017 Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broad,"Boiler Room #93 – The Outgoing Head of Hydra Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broadcast. Join us for uncensored, "
1338,13538,0.9510672812665882,1,1,"Factbox: Contenders for key jobs in Trump's administration (Reuters) - Below are people mentioned as contenders for senior roles as U.S. President-elect Donald Trump works to form his administration before taking office on Jan. 20, according to Reute","Factbox: Contenders for key jobs in Trump's administration (Reuters) - Below are people mentioned as contenders for senior roles as U.S. President-elect Donald Trump works to form his administration before taking office on Jan. 20, according to Reute"
343,10491,0.950526348820739,0,0,"LAURA INGRAHAM’S Brilliant Idea On How To Shake Up Liberal College Campuses [Video] Laura Ingraham and Sean Hannity are hysterical! During an interview about free speech, they discuss a tour of liberal college campuses BRILLIANT!TUCKER CARLSON JUST H","TUCKER CARLSON Embarrasses Colby Professor Who Says Colleges SHOULD Be Able To Shut Down Free Speech [VIDEO] From Hanlon s piece in the New Republic:Rejecting campus speakers is not an assault on free speech. Rather, like so many other decisions made"
985,1400,0.9497922864300314,1,1,"Mugabe: Zimbabwe's liberator and, for many, its oppressor HARARE (Reuters) - When he came to power, Zimbabwe s Robert Mugabe was feted as an African liberation hero in a nation that had endured nearly a century of white colonial rule. Mugabe has not ","Mugabe: Zimbabwe's liberator and, for many, its oppressor HARARE (Reuters) - When he came to power, Zimbabwe s Robert Mugabe was feted as an African liberation hero in a nation that had endured nearly a century of white colonial rule. Nearly four dec"
938,15154,0.9452143434044976,1,1,Factbox: Countdown to Brexit breakthrough? BRUSSELS (Reuters) - British Prime Minister Theresa May failed to secure a breakthrough in Brexit talks on Monday with European Commission President Jean-Claude Juncker.  Here is a timeline of the coming 10 ,Countdown to Brexit breakthrough? BRUSSELS (Reuters) - Here is a timeline of the coming few days that will determine whether Britain avoids further costly delays in giving business assurances of a smooth exit from the European Union and of free trade
2472,5238,0.9423346559867726,0,0,CLASSIC! PRESIDENT TRUMP Totally Rips CNN Reporter At Presser Over Comey Hearing [Video] President Trump spoke in the Rose Garden today in a presser with Romania s leader It got contentious when CNN s Jonathan Karl asked questions about the Comey tes,"WOW! SARA HUCKABEE-SANDERS Drops Mother Of All Verbal Bombs On Media Over Hypocrisy On Comey Firing [VIDEO] ABC s Jonathan Karl asked a very spunky Sara Huckabee-Sanders (yes, Sara is the daughter of the very funny and sarcastic former Arkansas Gover"
3249,9162,0.9413505572846471,0,0,"HYSTERICAL! TUCKER AND STEYN On Leftist Teacher Calling Dr. Seuss ‘Racist Propaganda’: ‘If everything is racist, nothing is racist’ [Video] Tucker Carlson and Mark Steyn  should be on together more often. Steyn is right on in the discussion about the","MELANIA FIRES BACK At Disgusting Liberal Librarian Who Called Her Gift Of Books To Students “RACIST” First lady Melania Trump fired back Friday at a Massachusetts elementary school librarian who rejected her donation of Dr. Seuss books, claiming thei"
544,2432,0.9406949107611733,0,0,"WOW! LATINO GROUP Aired TERROR-LIKE TV Ad Only Days Ago Showing White Man Threatening To Plow Down Muslim and Minority Kids With Truck [VIDEO] When supporters of the Democrat Party start using ads that appear to be inspired by Islamic acts of terror,","JUST IN: LATINO GROUP Pulls Ad…Issues Statement On Disgusting Video of Latino Children Running From White Man: ‘We held a mirror up to the Republican Party…’ [Video] After receiving heavy backlash, the Latino Victory PAC took down the controversial a"
2539,16066,0.9314768400071424,0,0,"Charlie Manson, Serial Killers, LSD, Hippie Culture, Cults and Bitcoin Explosion – Boiler Room EP #138 Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  tonight 6:00 PM PST | 8:00 PM CST | 9:00 PM ES","Digital Tabloids, Narco-memes & The League of Shadows: Boiler Room EP #136 Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  tonight 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broadcast"
2840,16777,0.9291835643348602,0,0,"Boiler Room #99 – Almost to 100! Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room tonight 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broadcast. Join us for uncensored, uninterruptible t",Boiler Room #97 – Mermaids and Swamp Life Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at a special time tonight 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broadcast. Join
2996,4792,0.928292166627412,0,0,Boiler Room EP #74 – Dustification & The Crooked Witch of the Left Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST for this special broadcast. Join us for uncensored,"Boiler Room EP #78 Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST for this special broadcast. Join us for uncensored, uninterruptible talk radio, custom-made for ba"
2688,4733,0.9271144481685072,1,1,"Pakistan army pushed political role for militant-linked groups LAHORE, Pakistan (Reuters) - A new Pakistani political party controlled by an Islamist with a $10 million U.S. bounty on his head is backing a candidate in a by-election on Sunday, in wha","Pakistan army pushed political role for militant-linked groups LAHORE, Pakistan (Reuters) - The backing of a candidate in a by-election last weekend in Pakistan by a political party controlled by an Islamist with a $10 million U.S. bounty on his head"
909,12735,0.9229538599208977,0,0,DNC CHAIR TOM PEREZ DOUBLES DOWN: No Regrets For Nasty Language In Speech [Video] DNC Chair Tom Perez was on MSNBC (video below) to answer to critics who didn t like his nasty speech last week.He appeared at an event held by New Jersey Working Famili,SHOCKER! CNN PANEL Rips On DNC Chair For His Disgusting Profanity Laden Speeches [Video] What a shocker! A CNN panel rips on Tom Perez for his profanity laden speeches They turn it on Trump but it s really interesting that they even questioned this s
2091,24454,0.9208414684776374,1,1,"Factbox: Build a giant wall, cut Education Department. What a President Trump would do (Reuters) - Presidential candidate Donald Trump has been accused by some in his Republican Party of being vague on policy specifics and heavy on rhetoric. Here is ","Factbox: Build a giant wall, cut Education Department. What a President Trump would do WASHINGTON (Reuters) - Republican presidential candidate Donald Trump, who scored a major victory in a series of Super Tuesday nominating contests, has been critic"
2128,26654,0.9187379044577627,1,1,"Factbox: International reaction to arrest of Reuters reporters in Myanmar (Reuters) - Several countries, the United Nations and journalist groups are demanding the release of Reuters reporters Wa Lone and Kyaw Soe Oo from detention in Myanmar.  The r","Factbox: International reaction to arrest of Reuters reporters in Myanmar (Reuters) - Several countries, the United Nations and journalist groups are demanding the release of Reuters reporters Wa Lone and Kyaw Soe Oo from detention in Myanmar.  The r"
1722,16777,0.9174742071904544,0,0,"Boiler Room #100 – An Unlikely Alchemy Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room tonight at 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broadcast. Join us for uncensored, uninterr",Boiler Room #97 – Mermaids and Swamp Life Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at a special time tonight 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broadcast. Join
2614,20124,0.9147145086275882,1,1,"Factbox: What's in the Republican tax cut plan Trump is promoting? (Reuters) - The Republican tax overhaul framework being promoted by President Donald Trump calls for slashing taxes on corporations, repealing some taxes paid primarily by the wealthy","Factbox: What is in Republican tax bill? Here is the framework (Reuters) - Republicans in the U.S. House of Representatives are due to release tax legislation on Thursday calling for slashing taxes on corporations, repealing some taxes paid primarily"
3296,21639,0.9103387282183045,0,0,"BOILER ROOM – No Surrender, No Retreat, Heads Will Roll  – EP #38 Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, uninterrup","BOILER ROOM – Examination, Exclamation, Excitation, Expatriation – EP #42 Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, un"
